The index of the character in 常用字字形表 (二零零零年修訂本),香港: 香港教育學院, 2000, ISBN 962-949-040-4. This publication gives the “proper” shapes for 4759 characters as used in the Hong Kong school system. The index is an integer, zero-padded to four digits.

愚	1389
感	1390
愛	1391
愁	1392
愈	1393
慎	1394
慌	1395
慄	1396
愾	1397
愴	1398
愧	1399
慈	1400
愿	1401
慇	1402
態	1403
忼	1404
慷	1404
慳	1405
慚	1406
慢	1407
慣	1408
慟	1409
慘	1410
慶	1411
慧	1412
慝	1413
慕	1414
憂	1415
慰	1416
慮	1417
慼	1418
慫	1419
慾	1420
憧	1421
憐	1422
憎	1423
憫	1424
憤	1425
憬	1426
憚	1427
憔	1428
憲	1429
憑	1430
憩	1431
憊	1432
懍	1433
憶	1434
憾	1435
懂	1436
懊	1437
懈	1438
應	1439
懇	1440
懦	1441
懣	1442
懲	1443
懷	1444
懶	1445
懵	1446
懸	1447
懺	1448
懼	1449
懿	1450
戀	1451
戈	1452
戊	1453
戎	1454
戌	1455
戍	1456
成	1457
戒	1458
我	1459
或	1460
戕	1461
戛	1462
戚	1463
戟	1464
戡	1465
戢	1466
截	1467
戮	1468
戰	1469
戴	1470
戲	1471
戳	1472
户	1473
房	1474
戾	1475
所	1476
扁	1477
扇	1478
扈	1479
扉	1480
才	1481
手	1482
扎	1483
打	1484
扔	1485
扒	1486
扛	1487
扣	1488
托	1489
抗	1490
抖	1491
技	1492
扶	1493
抉	1494
扭	1495
把	1496
扼	1497
找	1498
抒	1499
抄	1500
批	1501
扯	1502
抑	1503
折	1504
扳	1505
扮	1506
投	1507
抓	1508
承	1509
拉	1510
拌	1511
拄	1512
抿	1513
拂	1514
抹	1515
拒	1516
招	1517
拓	1518
拔	1519
拋	1520
抨	1521
拆	1522
拈	1523
抽	1524
押	1525
拐	1526
拙	1527
拇	1528
披	1529
拍	1530
抵	1531
拚	1532
抱	1533
拘	1534
拖	1535
拗	1536
抬	1537
擡	1537
拜	1538
挖	1539
按	1540
拼	1541
挑	1542
拭	1543
持	1544
拮	1545
指	1546
拱	1547
拷	1548
拯	1549
拽	1550
拴	1551
括	1552
拾	1553
拿	1554
挈	1555
拳	1556
挾	1557
振	1558
捕	1559
捂	1560
挪	1561
捎	1562
捆	1563
捏	1564
捉	1565
捐	1566
挺	1567
挽	1568
挫	1569
挨	1570
掠	1571
控	1572
捲	1573
掖	1574
探	1575
接	1576
捩	1577
捷	1578
捧	1579
掘	1580
措	1581
捱	1582
掩	1583
掃	1584
掛	1585
捫	1586
掉	1587
排	1588
捨	1589
推	1590
掄	1591
授	1592
掙	1593
採	1594
掬	1595
掏	1596
掀	1597
捻	1598
掌	1599
掣	1600
揮	1601
描	1602
揀	1603
揉	1604
揆	1605
揍	1606
插	1607
握	1608
摒	1609
揩	1610
揣	1611
提	1612
揖	1613
揭	1614
揚	1615
捶	1616
援	1617
揪	1618
換	1619
搜	1620
搾	1621
搞	1622
搪	1623
搓	1624
搭	1625
搽	1626
搏	1627
搔	1628
損	1629
搬	1630
搶	1631
搖	1632
搗	1633
摘	1634
摔	1635
摑	1636
摸	1637
摺	1638
摧	1639
摟	1640
撇	1641
摹	1642
摩	1643
摯	1644
撤	1645
撞	1646
撈	1647
撰	1648
撥	1649
撓	1650
撕	1651
撩	1652
撒	1653
撐	1654
撲	1655
撮	1656
播	1657
撫	1658
撚	1659
撬	1660
擅	1661
擁	1662
撻	1663
擂	1664
擋	1665
據	1666
擄	1667
擇	1668
操	1669
撼	1670
擔	1671
擒	1672
撿	1673
擊	1674
擘	1675
擎	1676
擠	1677
擰	1678
擦	1679
擬	1680
擱	1681
擴	1682
擲	1683
擾	1684
攆	1685
擻	1686
擺	1687
攀	1688
攏	1689
攘	1690
攔	1691
攙	1692
攝	1693
携	1694
攜	1694
攤	1695
攣	1696
攫	1697
攪	1698
攬	1699
支	1700
收	1701
改	1702
攻	1703
放	1704
政	1705
